age,education,occupation,gender,hours-per-week,income
55,Bachelors,Prof-specialty,Male,40,>50K
29,Some-college,Adm-clerical,Female,50,>50K
28,Assoc-voc,Farming-fishing,Male,80,<=50K
44,HS-grad,Craft-repair,Male,45,<=50K
41,Masters,Exec-managerial,Male,45,>50K
26,Assoc-voc,Sales,Male,45,>50K
23,HS-grad,Sales,Male,40,>50K
37,Bachelors,Prof-specialty,Female,40,>50K
23,Bachelors,Prof-specialty,Male,50,>50K
33,Some-college,Other-service,Female,40,<=50K
44,HS-grad,Craft-repair,Male,40,>50K
21,Some-college,Protective-serv,Male,30,<=50K
36,11th,Exec-managerial,Male,40,<=50K
44,Bachelors,Adm-clerical,Male,40,<=50K
23,HS-grad,Other-service,Female,40,<=50K
26,HS-grad,Exec-managerial,Male,40,<=50K
32,5th-6th,Other-service,Male,40,<=50K
31,Some-college,Handlers-cleaners,Male,40,>50K
50,HS-grad,Exec-managerial,Female,35,<=50K
18,Some-college,Adm-clerical,Female,20,<=50K
49,Bachelors,Exec-managerial,Male,50,>50K
59,HS-grad,Other-service,Female,40,<=50K
38,HS-grad,Machine-op-inspct,Female,28,<=50K
50,Some-college,Sales,Male,55,<=50K
51,Some-college,Craft-repair,Male,55,<=50K
22,Some-college,Machine-op-inspct,Male,35,<=50K
54,HS-grad,Machine-op-inspct,Female,40,>50K
37,HS-grad,Transport-moving,Male,40,<=50K
31,Bachelors,Adm-clerical,Male,60,<=50K
67,Bachelors,Exec-managerial,Male,40,<=50K
43,11th,?,Male,40,<=50K
21,Some-college,Exec-managerial,Female,40,<=50K
30,HS-grad,Adm-clerical,Female,40,<=50K
32,Some-college,Protective-serv,Male,50,<=50K
36,Assoc-voc,Craft-repair,Male,40,<=50K
33,Bachelors,Adm-clerical,Male,40,<=50K
37,HS-grad,Craft-repair,Male,56,<=50K
29,Prof-school,Prof-specialty,Male,48,>50K
18,Some-college,?,Male,30,<=50K
26,Some-college,Sales,Male,40,<=50K
51,7th-8th,Prof-specialty,Male,40,<=50K
39,HS-grad,Machine-op-inspct,Male,40,<=50K
18,HS-grad,Other-service,Male,30,<=50K
52,12th,Machine-op-inspct,Male,40,<=50K
31,Some-college,Farming-fishing,Male,40,<=50K
45,Bachelors,Exec-managerial,Male,53,>50K
38,Some-college,Machine-op-inspct,Male,38,<=50K
21,Assoc-acdm,Sales,Female,35,<=50K
33,HS-grad,Handlers-cleaners,Male,40,<=50K
39,Some-college,Craft-repair,Male,40,<=50K
31,HS-grad,Machine-op-inspct,Male,40,<=50K
43,Bachelors,Exec-managerial,Male,50,>50K
64,Bachelors,?,Male,10,<=50K
33,Bachelors,Exec-managerial,Male,45,>50K
49,HS-grad,Farming-fishing,Male,60,<=50K
41,HS-grad,Machine-op-inspct,Male,40,<=50K
55,Some-college,Machine-op-inspct,Male,40,<=50K
52,Some-college,Adm-clerical,Female,37,<=50K
42,Bachelors,Prof-specialty,Male,40,<=50K
24,Some-college,Adm-clerical,Female,30,<=50K
42,HS-grad,Adm-clerical,Male,52,<=50K
41,Bachelors,Exec-managerial,Male,40,>50K
35,HS-grad,Machine-op-inspct,Male,40,<=50K
71,5th-6th,?,Male,10,<=50K
54,Masters,Exec-managerial,Male,42,>50K
24,5th-6th,Handlers-cleaners,Male,40,<=50K
59,HS-grad,?,Female,40,<=50K
30,11th,?,Female,40,<=50K
57,Bachelors,Exec-managerial,Female,40,>50K
58,Masters,Exec-managerial,Male,40,>50K
32,HS-grad,Other-service,Male,40,<=50K
22,HS-grad,Sales,Female,25,<=50K
20,HS-grad,Other-service,Female,25,<=50K
60,Bachelors,?,Male,40,<=50K
51,HS-grad,Prof-specialty,Female,40,<=50K
26,HS-grad,Adm-clerical,Female,20,<=50K
33,11th,Craft-repair,Male,40,<=50K
19,10th,Sales,Female,40,<=50K
50,HS-grad,Other-service,Female,20,>50K
32,HS-grad,Sales,Male,40,<=50K
51,Bachelors,Transport-moving,Male,40,>50K
18,Some-college,Sales,Female,20,<=50K
35,Masters,Exec-managerial,Male,50,>50K
22,Some-college,?,Male,25,<=50K
46,HS-grad,Craft-repair,Male,55,<=50K
37,HS-grad,Sales,Male,45,<=50K
45,Some-college,Adm-clerical,Female,20,>50K
63,9th,Handlers-cleaners,Male,32,<=50K
53,HS-grad,Other-service,Male,10,<=50K
24,HS-grad,Adm-clerical,Female,40,<=50K
65,11th,?,Male,29,<=50K
43,Assoc-acdm,Prof-specialty,Female,32,>50K
47,HS-grad,Machine-op-inspct,Male,40,<=50K
41,HS-grad,Exec-managerial,Female,40,<=50K
27,HS-grad,Machine-op-inspct,Male,40,<=50K
35,HS-grad,Exec-managerial,Male,75,<=50K
19,Some-college,Adm-clerical,Female,24,<=50K
47,Some-college,Other-service,Female,35,<=50K
25,Bachelors,Adm-clerical,Female,40,<=50K
59,Prof-school,Exec-managerial,Male,40,>50K
28,10th,Machine-op-inspct,Female,40,<=50K
17,10th,Sales,Female,20,<=50K
21,Some-college,Exec-managerial,Male,50,<=50K
31,HS-grad,Sales,Female,40,<=50K
49,HS-grad,Handlers-cleaners,Female,40,<=50K
48,Masters,Prof-specialty,Male,50,>50K
60,Doctorate,Sales,Male,20,<=50K
33,12th,Transport-moving,Male,40,<=50K
40,HS-grad,Craft-repair,Male,40,<=50K
42,Some-college,Craft-repair,Male,52,<=50K
34,HS-grad,Transport-moving,Male,40,<=50K
38,Assoc-voc,Adm-clerical,Male,52,<=50K
58,Some-college,Exec-managerial,Male,70,>50K
20,Some-college,Adm-clerical,Female,40,<=50K
52,Some-college,Sales,Female,55,<=50K
22,Some-college,Protective-serv,Male,40,<=50K
24,Bachelors,Farming-fishing,Male,35,>50K
39,HS-grad,Machine-op-inspct,Female,40,<=50K
41,Masters,Exec-managerial,Male,55,>50K
37,Some-college,?,Male,30,<=50K
56,9th,Craft-repair,Male,40,<=50K
21,HS-grad,Other-service,Female,40,<=50K
29,HS-grad,Sales,Female,25,<=50K
45,Assoc-voc,Other-service,Male,10,<=50K
44,Some-college,Protective-serv,Male,80,>50K
54,Masters,Prof-specialty,Male,45,>50K
24,Some-college,Craft-repair,Male,40,<=50K
40,Bachelors,Exec-managerial,Male,50,<=50K
43,Bachelors,Prof-specialty,Male,60,>50K
20,Some-college,?,Male,16,<=50K
41,11th,Other-service,Female,40,<=50K
32,Assoc-voc,Adm-clerical,Female,40,<=50K
31,Bachelors,Adm-clerical,Female,25,<=50K
26,HS-grad,Adm-clerical,Male,40,<=50K
50,Bachelors,Craft-repair,Male,40,>50K
62,Assoc-voc,Exec-managerial,Male,40,<=50K
24,HS-grad,Other-service,Male,45,<=50K
58,Bachelors,Exec-managerial,Male,65,>50K
44,Some-college,Craft-repair,Male,40,>50K
44,12th,Other-service,Male,40,<=50K
37,Some-college,Transport-moving,Male,50,>50K
65,7th-8th,Farming-fishing,Male,40,<=50K
33,HS-grad,Craft-repair,Male,40,>50K
34,HS-grad,?,Female,37,<=50K
56,Masters,Prof-specialty,Male,60,>50K
35,Masters,Exec-managerial,Male,48,>50K
33,Bachelors,Prof-specialty,Male,40,<=50K
35,Bachelors,Tech-support,Male,48,<=50K
47,Some-college,Exec-managerial,Female,60,<=50K
35,9th,Craft-repair,Male,96,<=50K
56,Some-college,Sales,Female,40,<=50K
29,Masters,Prof-specialty,Male,40,<=50K
53,Prof-school,Prof-specialty,Male,50,>50K
42,Assoc-voc,Sales,Female,25,<=50K
20,Some-college,?,Female,40,<=50K
24,Bachelors,Tech-support,Male,50,<=50K
33,HS-grad,Machine-op-inspct,Male,40,<=50K
42,10th,Sales,Male,45,<=50K
38,Some-college,Protective-serv,Male,50,>50K
32,HS-grad,Machine-op-inspct,Male,40,<=50K
20,7th-8th,Craft-repair,Male,20,<=50K
32,HS-grad,Craft-repair,Male,50,<=50K
28,Some-college,Protective-serv,Male,40,>50K
51,HS-grad,Craft-repair,Male,55,>50K
41,HS-grad,Other-service,Male,30,<=50K
37,Assoc-acdm,Other-service,Female,50,<=50K
23,HS-grad,Other-service,Female,40,<=50K
40,HS-grad,Craft-repair,Male,40,<=50K
47,10th,Machine-op-inspct,Male,40,<=50K
46,HS-grad,Exec-managerial,Male,50,<=50K
24,Bachelors,Sales,Male,40,<=50K
40,HS-grad,Machine-op-inspct,Female,28,<=50K
30,HS-grad,Machine-op-inspct,Male,60,<=50K
41,Prof-school,Prof-specialty,Female,52,>50K
37,Bachelors,Adm-clerical,Female,45,>50K
49,HS-grad,Transport-moving,Male,40,<=50K
41,Bachelors,Exec-managerial,Female,50,>50K
52,Assoc-voc,Exec-managerial,Male,35,<=50K
23,Some-college,Sales,Male,50,<=50K
34,HS-grad,Craft-repair,Female,40,<=50K
25,Bachelors,Exec-managerial,Female,40,>50K
44,HS-grad,Craft-repair,Male,45,>50K
31,HS-grad,Prof-specialty,Male,33,<=50K
53,Bachelors,Adm-clerical,Female,40,<=50K
62,HS-grad,Exec-managerial,Male,50,<=50K
35,Bachelors,Exec-managerial,Male,55,<=50K
30,Bachelors,Prof-specialty,Male,40,<=50K
48,HS-grad,Adm-clerical,Female,40,>50K
36,Bachelors,Prof-specialty,Female,40,>50K
32,11th,Other-service,Male,33,<=50K
22,Some-college,Priv-house-serv,Female,28,<=50K
17,11th,?,Male,40,<=50K
19,HS-grad,Prof-specialty,Female,40,<=50K
26,HS-grad,Adm-clerical,Female,40,<=50K
20,Some-college,?,Male,40,<=50K
56,Some-college,Exec-managerial,Male,35,>50K
45,7th-8th,Other-service,Female,21,<=50K
23,Some-college,Adm-clerical,Female,40,<=50K
31,HS-grad,Handlers-cleaners,Male,40,<=50K
30,11th,Sales,Female,8,<=50K
42,HS-grad,Handlers-cleaners,Male,35,<=50K
27,Prof-school,Prof-specialty,Male,60,<=50K
37,Bachelors,Exec-managerial,Male,50,>50K
31,HS-grad,Machine-op-inspct,Male,60,<=50K
33,Bachelors,Prof-specialty,Female,40,<=50K
64,Preschool,Handlers-cleaners,Male,40,<=50K
32,HS-grad,Other-service,Female,40,<=50K
62,HS-grad,?,Male,40,>50K
37,Some-college,Craft-repair,Male,40,<=50K
25,11th,Transport-moving,Male,40,<=50K
49,HS-grad,Adm-clerical,Male,40,<=50K
36,Bachelors,Prof-specialty,Male,40,>50K
67,Some-college,Handlers-cleaners,Male,15,<=50K
54,HS-grad,Handlers-cleaners,Male,40,>50K
45,Doctorate,Prof-specialty,Female,40,>50K
30,Some-college,Craft-repair,Male,40,<=50K
39,HS-grad,Protective-serv,Female,40,<=50K
57,10th,Other-service,Female,20,<=50K
57,10th,Other-service,Male,40,<=50K
23,HS-grad,Farming-fishing,Male,40,<=50K
49,HS-grad,Other-service,Male,40,<=50K
46,Bachelors,Prof-specialty,Male,10,>50K
41,Bachelors,Tech-support,Female,43,<=50K
44,Assoc-voc,Tech-support,Male,45,<=50K
25,Bachelors,Other-service,Female,30,<=50K
34,Bachelors,Craft-repair,Male,45,>50K
24,Bachelors,Sales,Male,25,<=50K
32,Bachelors,Exec-managerial,Female,45,<=50K
27,HS-grad,Tech-support,Male,50,>50K
67,12th,Machine-op-inspct,Male,40,<=50K
36,HS-grad,Craft-repair,Male,40,<=50K
40,Some-college,Exec-managerial,Male,48,<=50K
24,HS-grad,Transport-moving,Male,40,<=50K
46,Bachelors,Sales,Male,40,>50K
44,HS-grad,Adm-clerical,Female,38,<=50K
23,Some-college,Craft-repair,Male,40,>50K
46,Prof-school,Prof-specialty,Male,90,<=50K
31,Assoc-voc,Tech-support,Male,40,<=50K
21,Some-college,Protective-serv,Male,40,<=50K
61,HS-grad,Craft-repair,Male,40,>50K
71,HS-grad,Farming-fishing,Male,15,<=50K
42,Bachelors,Exec-managerial,Male,40,>50K
27,Some-college,?,Male,5,<=50K
21,Some-college,Other-service,Female,16,<=50K
21,Preschool,Farming-fishing,Male,25,<=50K
28,Bachelors,Prof-specialty,Female,60,<=50K
27,Assoc-acdm,Prof-specialty,Female,37,<=50K
32,Some-college,Other-service,Female,25,<=50K
47,HS-grad,Handlers-cleaners,Male,40,<=50K
22,Assoc-acdm,Exec-managerial,Male,35,<=50K
56,HS-grad,Tech-support,Male,40,<=50K
20,HS-grad,Other-service,Female,40,<=50K
30,Some-college,Sales,Female,40,<=50K
22,Some-college,Other-service,Female,25,<=50K
28,Assoc-voc,Craft-repair,Male,45,>50K
50,Masters,Exec-managerial,Male,55,>50K
66,HS-grad,Machine-op-inspct,Female,10,<=50K
38,Some-college,Other-service,Male,46,<=50K
62,12th,Exec-managerial,Male,30,<=50K
36,Masters,Tech-support,Female,40,>50K
47,10th,Craft-repair,Male,35,<=50K
25,HS-grad,Tech-support,Male,40,<=50K
26,Some-college,Transport-moving,Male,40,<=50K
37,11th,Farming-fishing,Male,40,<=50K
70,7th-8th,Craft-repair,Male,8,<=50K
52,11th,Transport-moving,Male,40,<=50K
70,9th,Exec-managerial,Male,18,<=50K
19,HS-grad,Protective-serv,Male,40,<=50K
23,11th,Craft-repair,Male,3,<=50K
37,Bachelors,Prof-specialty,Female,16,>50K
37,11th,Sales,Female,40,<=50K
45,Some-college,Prof-specialty,Female,40,<=50K
29,Bachelors,Exec-managerial,Male,50,>50K
56,Bachelors,Exec-managerial,Male,20,<=50K
50,Masters,Tech-support,Male,40,<=50K
20,HS-grad,Adm-clerical,Male,30,<=50K
26,Bachelors,Adm-clerical,Male,40,<=50K
41,Prof-school,Prof-specialty,Male,60,>50K
21,HS-grad,Handlers-cleaners,Male,40,<=50K
48,5th-6th,Craft-repair,Male,50,<=50K
22,Some-college,Other-service,Male,40,<=50K
37,Assoc-acdm,Other-service,Male,35,<=50K
47,Some-college,Craft-repair,Male,30,>50K
61,Bachelors,Sales,Male,40,<=50K
47,Masters,Prof-specialty,Male,40,>50K
37,HS-grad,Craft-repair,Male,25,<=50K
46,Assoc-voc,Adm-clerical,Female,40,<=50K
42,HS-grad,Sales,Male,48,<=50K
41,HS-grad,Adm-clerical,Female,40,<=50K
33,9th,Other-service,Male,40,<=50K
24,Bachelors,Prof-specialty,Male,35,<=50K
27,Assoc-acdm,Tech-support,Male,40,<=50K
40,Bachelors,Exec-managerial,Male,39,<=50K
56,10th,Machine-op-inspct,Male,40,<=50K
35,Doctorate,Prof-specialty,Male,55,<=50K
24,Assoc-voc,Craft-repair,Male,40,<=50K
73,Some-college,Prof-specialty,Female,1,<=50K
36,Some-college,Sales,Male,50,<=50K
31,Bachelors,Craft-repair,Male,50,>50K
50,HS-grad,?,Male,45,<=50K
36,HS-grad,Handlers-cleaners,Male,40,<=50K
37,HS-grad,Sales,Male,40,>50K
26,Bachelors,Prof-specialty,Female,55,<=50K
20,HS-grad,Protective-serv,Male,40,<=50K
58,Bachelors,Prof-specialty,Male,40,>50K
45,Bachelors,Prof-specialty,Male,40,>50K
33,Bachelors,?,Male,40,<=50K
31,Bachelors,Tech-support,Female,40,<=50K
44,Prof-school,Prof-specialty,Male,60,>50K
19,Some-college,Prof-specialty,Female,30,<=50K
54,HS-grad,Tech-support,Male,50,>50K
31,Masters,Prof-specialty,Male,40,<=50K
27,HS-grad,Craft-repair,Male,35,<=50K
36,Some-college,Sales,Male,40,>50K
47,Some-college,Adm-clerical,Male,40,<=50K
35,Bachelors,Exec-managerial,Male,45,<=50K
42,1st-4th,Adm-clerical,Male,55,>50K
45,Bachelors,Exec-managerial,Female,40,<=50K
70,HS-grad,Craft-repair,Male,40,<=50K
27,12th,Other-service,Female,44,<=50K
36,HS-grad,Prof-specialty,Male,60,>50K
23,HS-grad,Machine-op-inspct,Male,40,<=50K
25,Bachelors,Exec-managerial,Male,50,<=50K
45,Some-college,Craft-repair,Male,45,>50K
24,HS-grad,Handlers-cleaners,Male,30,<=50K
90,Assoc-acdm,Sales,Male,50,>50K
50,HS-grad,Machine-op-inspct,Male,44,>50K
37,HS-grad,Craft-repair,Male,99,>50K
31,Some-college,Adm-clerical,Female,40,<=50K
17,11th,Farming-fishing,Male,40,<=50K
26,Some-college,Adm-clerical,Male,38,<=50K
41,Doctorate,Prof-specialty,Male,60,<=50K
50,HS-grad,Exec-managerial,Male,60,>50K
45,HS-grad,Transport-moving,Male,80,<=50K
54,Some-college,Sales,Male,55,>50K
54,HS-grad,Craft-repair,Male,40,<=50K
38,HS-grad,Machine-op-inspct,Male,40,<=50K
22,HS-grad,Sales,Female,38,<=50K
43,HS-grad,Machine-op-inspct,Male,40,<=50K
19,HS-grad,?,Female,30,<=50K
30,Bachelors,Tech-support,Male,40,>50K
31,9th,?,Female,40,<=50K
42,HS-grad,Craft-repair,Male,40,<=50K
48,Some-college,Machine-op-inspct,Male,40,>50K
56,Some-college,Transport-moving,Male,35,>50K
21,Some-college,Adm-clerical,Male,36,<=50K
45,Bachelors,Craft-repair,Male,40,<=50K
37,Prof-school,Exec-managerial,Male,40,>50K
38,Bachelors,Prof-specialty,Male,30,<=50K
34,Some-college,Sales,Male,50,<=50K
29,HS-grad,Protective-serv,Male,40,<=50K
24,HS-grad,Machine-op-inspct,Male,40,<=50K
79,Masters,?,Female,23,<=50K
35,Assoc-acdm,Machine-op-inspct,Male,55,<=50K
39,10th,Transport-moving,Male,70,<=50K
73,7th-8th,Farming-fishing,Male,12,<=50K
57,Assoc-voc,Other-service,Female,40,<=50K
35,Bachelors,Sales,Male,50,<=50K
60,HS-grad,Handlers-cleaners,Male,32,<=50K
19,Some-college,?,Female,40,<=50K
54,HS-grad,Machine-op-inspct,Male,40,<=50K
53,Bachelors,Craft-repair,Male,40,<=50K
23,Some-college,Exec-managerial,Female,40,<=50K
57,Some-college,Exec-managerial,Male,48,>50K
27,10th,Sales,Female,48,<=50K
25,HS-grad,Exec-managerial,Male,40,<=50K
38,HS-grad,Craft-repair,Male,40,<=50K
48,Some-college,Sales,Male,60,>50K
24,HS-grad,Adm-clerical,Female,45,<=50K
67,Some-college,Sales,Male,40,<=50K
20,HS-grad,Other-service,Male,35,<=50K
38,Doctorate,Prof-specialty,Male,40,>50K
54,7th-8th,Craft-repair,Male,40,<=50K
20,Some-college,Farming-fishing,Male,40,<=50K
57,10th,Exec-managerial,Male,55,<=50K
34,Bachelors,Exec-managerial,Male,44,<=50K
34,HS-grad,Craft-repair,Male,49,<=50K
80,HS-grad,Machine-op-inspct,Female,16,<=50K
40,HS-grad,Machine-op-inspct,Female,40,<=50K
19,11th,Handlers-cleaners,Male,35,<=50K
35,Some-college,Protective-serv,Male,56,<=50K
21,HS-grad,Sales,Female,40,<=50K
59,11th,Other-service,Male,40,<=50K
53,Some-college,Transport-moving,Male,40,>50K
41,Assoc-voc,Other-service,Female,40,>50K
59,HS-grad,Transport-moving,Male,55,<=50K
21,Some-college,?,Female,35,<=50K
52,1st-4th,Farming-fishing,Male,40,<=50K
48,5th-6th,Handlers-cleaners,Male,40,<=50K
24,12th,Machine-op-inspct,Male,40,<=50K
49,Prof-school,Sales,Male,40,>50K
19,HS-grad,Adm-clerical,Male,50,<=50K
50,HS-grad,Other-service,Female,40,<=50K
39,Assoc-acdm,Craft-repair,Male,60,>50K
25,HS-grad,Other-service,Female,40,<=50K
66,7th-8th,Other-service,Female,40,<=50K
30,Some-college,Exec-managerial,Male,40,<=50K
49,Masters,Exec-managerial,Male,80,>50K
40,Some-college,Craft-repair,Male,45,<=50K
38,10th,Other-service,Male,40,<=50K
25,11th,Craft-repair,Male,40,<=50K
51,HS-grad,Exec-managerial,Male,37,>50K
23,Bachelors,Adm-clerical,Female,40,<=50K
60,9th,Exec-managerial,Male,67,>50K
44,HS-grad,Sales,Male,60,>50K
53,Prof-school,Prof-specialty,Male,60,>50K
66,Bachelors,Prof-specialty,Male,20,>50K
18,HS-grad,?,Female,45,<=50K
44,Assoc-voc,Machine-op-inspct,Male,40,<=50K
38,HS-grad,Machine-op-inspct,Male,40,>50K
30,Bachelors,Adm-clerical,Male,40,>50K
36,HS-grad,Machine-op-inspct,Male,42,<=50K
38,Some-college,Adm-clerical,Male,40,>50K
31,Bachelors,Exec-managerial,Female,45,<=50K
26,11th,Transport-moving,Female,35,<=50K
23,Some-college,Other-service,Male,25,<=50K
58,Bachelors,Adm-clerical,Female,40,<=50K
44,Bachelors,Exec-managerial,Male,40,<=50K
59,Prof-school,Prof-specialty,Male,40,>50K
36,Some-college,Exec-managerial,Male,40,<=50K
42,Some-college,Other-service,Female,52,>50K
17,11th,Sales,Female,20,<=50K
59,10th,Prof-specialty,Female,15,<=50K
22,Some-college,Farming-fishing,Male,40,<=50K
40,Bachelors,Sales,Male,45,<=50K
36,Bachelors,Prof-specialty,Male,40,<=50K
19,HS-grad,?,Female,15,<=50K
49,HS-grad,Adm-clerical,Female,25,>50K
18,Some-college,?,Male,40,<=50K
38,HS-grad,Exec-managerial,Male,25,<=50K
48,HS-grad,Craft-repair,Male,40,<=50K
53,HS-grad,?,Male,40,>50K
33,Assoc-acdm,Sales,Male,46,<=50K
34,Assoc-voc,Exec-managerial,Female,40,<=50K
41,Masters,Prof-specialty,Male,50,>50K
20,Assoc-acdm,?,Female,20,<=50K
58,HS-grad,Other-service,Male,40,<=50K
52,10th,Transport-moving,Male,40,<=50K
45,Some-college,Prof-specialty,Male,47,>50K
37,7th-8th,Other-service,Male,40,<=50K
48,HS-grad,Machine-op-inspct,Male,40,<=50K
40,Bachelors,Craft-repair,Male,40,>50K
29,Bachelors,Sales,Male,45,<=50K
33,Assoc-voc,Tech-support,Male,10,<=50K
51,HS-grad,?,Male,24,<=50K
48,HS-grad,Tech-support,Male,48,<=50K
36,Bachelors,Exec-managerial,Female,40,<=50K
31,Some-college,Machine-op-inspct,Female,35,<=50K
41,Some-college,Craft-repair,Male,50,<=50K
29,Bachelors,Prof-specialty,Male,40,<=50K
20,Some-college,Craft-repair,Male,40,<=50K
53,Bachelors,Exec-managerial,Male,40,>50K
37,HS-grad,Sales,Female,40,<=50K
28,Bachelors,Other-service,Female,35,<=50K
27,Bachelors,Sales,Female,40,<=50K
57,Preschool,?,Male,40,<=50K
23,Some-college,Adm-clerical,Female,40,<=50K
25,Assoc-voc,Tech-support,Male,56,>50K
63,Some-college,Prof-specialty,Male,38,<=50K
65,Some-college,Sales,Male,18,<=50K
77,HS-grad,Adm-clerical,Female,40,<=50K
32,HS-grad,Other-service,Male,40,<=50K
40,HS-grad,Craft-repair,Male,40,>50K
67,HS-grad,Adm-clerical,Female,40,<=50K
35,HS-grad,Other-service,Female,40,<=50K
24,Masters,Prof-specialty,Female,40,<=50K
53,Doctorate,Prof-specialty,Male,50,>50K
37,Masters,Prof-specialty,Male,40,>50K
44,Some-college,Tech-support,Female,40,<=50K
25,11th,?,Female,40,<=50K
17,11th,Sales,Female,20,<=50K
47,Assoc-voc,Exec-managerial,Male,60,>50K
62,10th,Handlers-cleaners,Male,40,<=50K
39,Assoc-acdm,Prof-specialty,Male,60,<=50K
18,11th,?,Male,30,<=50K
32,Some-college,Prof-specialty,Female,40,<=50K
25,Bachelors,Prof-specialty,Female,40,>50K
30,HS-grad,Exec-managerial,Male,65,>50K
47,Masters,Exec-managerial,Male,50,>50K
40,10th,Craft-repair,Male,40,<=50K
38,HS-grad,Exec-managerial,Male,40,<=50K
41,Masters,Prof-specialty,Male,40,>50K
21,Some-college,Sales,Male,20,<=50K
32,Assoc-acdm,Prof-specialty,Male,48,>50K
54,7th-8th,Craft-repair,Male,50,<=50K
31,Preschool,Handlers-cleaners,Male,25,<=50K
42,Assoc-voc,Prof-specialty,Male,40,<=50K
23,10th,Handlers-cleaners,Male,40,<=50K
18,HS-grad,Sales,Female,33,<=50K
65,7th-8th,?,Female,12,<=50K
37,Some-college,Sales,Male,50,<=50K
53,Assoc-acdm,Adm-clerical,Female,40,<=50K
50,HS-grad,Prof-specialty,Male,84,<=50K
64,HS-grad,Adm-clerical,Female,40,>50K
55,Masters,Prof-specialty,Male,60,<=50K
63,Bachelors,Sales,Male,40,>50K
53,Some-college,Adm-clerical,Female,45,<=50K
18,11th,Adm-clerical,Male,40,<=50K
33,11th,Craft-repair,Male,40,<=50K
62,11th,Handlers-cleaners,Female,40,<=50K
56,Masters,Prof-specialty,Male,48,>50K
58,Masters,Adm-clerical,Male,43,>50K
33,10th,Sales,Female,38,<=50K
58,HS-grad,Transport-moving,Male,45,<=50K
44,Bachelors,Craft-repair,Male,50,>50K
81,7th-8th,Machine-op-inspct,Female,40,<=50K
28,HS-grad,Craft-repair,Male,35,<=50K
28,HS-grad,Adm-clerical,Male,40,<=50K
43,Bachelors,Craft-repair,Male,45,>50K
51,HS-grad,Adm-clerical,Female,40,<=50K
23,Some-college,Prof-specialty,Male,52,<=50K
48,HS-grad,Other-service,Female,45,<=50K
45,Bachelors,Exec-managerial,Male,48,>50K
48,10th,Transport-moving,Male,70,<=50K
37,HS-grad,Other-service,Female,16,<=50K
34,Masters,Adm-clerical,Male,50,>50K
63,Some-college,Sales,Male,60,>50K
38,7th-8th,Craft-repair,Male,40,<=50K
29,HS-grad,Tech-support,Male,40,<=50K
33,9th,Machine-op-inspct,Male,40,<=50K
47,5th-6th,Other-service,Female,40,<=50K
